94138,30031
94138,31470
93885,31470
93885,32369
94897,32369
94897,33629
95009,33629
95009,34614
95888,34614
95888,35831
96102,35831
96102,37058
96249,37058
96249,38340
96143,38340
96143,39326
97250,39326
97250,40554
97365,40554
97365,41862
96985,41862
96985,43042
97261,43042
97261,44230
97521,44230
97521,45435
97657,45435
97657,46628
97985,46628
97985,47854
97843,47854
97843,49066
97887,49066
97887,50282
